at,userName,appVersion,score,content
2025-11-11 10:02:14,Erwanto,4.14.0,1,"hadeehh... mau menggunakan fitur lupa password saja ribet harus menghubungi Ai Pandawa di WhatsApp, sudah begitu pilihan lupa password saja tersedia. payah.. payah..."
2025-11-11 09:57:10,Jack Kir,,1,kenapa keluar sendiri aplikasi nya. waktu mau login pun harus daftar lagi. kode nya pun lamaaaaa sekali di kirim ke sms..
2025-11-11 09:52:05,Amin Ku,,1,Setelah melakukan pembaharuan dr THN 2024 sampai saat ini TDK bisa Login
2025-11-11 09:46:33,de kentoenk,4.14.0,5,"tolong dong aplikasinya eror mulu,, lagi urgensi selalu pakai aplikasi.. sulit jadi nya ambil antrian.. karena aplikasi selalu eror.."
2025-11-11 09:43:04,Riza Umami,4.14.0,1,aplikasi nya lemot sangat tidak efisien 😡😡😡😡😡😡😡😡
2025-11-11 09:42:30,febrianika tabiata sari,4.14.0,1,bug nya parah sekali jadi terhambat mau daftar online untuk periksa
2025-11-11 09:41:49,hafidz k,4.13.1,1,ni aplikasi pas mau dipake nunjukin di pendaftaran sering bgt lola gabisa dipake
2025-11-11 09:41:39,Sri Yanti,4.14.0,2,"setiap bulan mau masuk aplikasi masih harus masuk2in data yg rumit bagi orang yg sudah tua. tidak memudahkan, sama saja"
2025-11-11 09:37:51,Achmad Nurpadli,4.14.0,5,sekarang lbh mudah dan lengkap
2025-11-11 09:37:27,Eva Yanti,4.14.0,5,membantu
2025-11-11 09:30:11,Iwan Nawawi,,5,baik
2025-11-11 09:27:55,Heci 9286,4.14.0,5,bagus sekli
2025-11-11 09:17:45,ghanesia emeraldi hutama aldi,4.14.0,1,udah ganti nomor tetap ga bisa masuk ke mobile JKN tetap minta nomor lama.. Pandawa ga jelas balesnya pake ai ga ada solusinya kaya di persulit banget... keburu mati ini saya mau berobat di persulit
2025-11-11 09:12:06,ayraa ayuuu,4.14.0,5,mantap
2025-11-11 09:09:34,01 Putra,4.14.0,1,super amat ribet banget setelah diupdate malah log out sendiri dan gagal log in ulang terusss parahh banget systemnya
2025-11-11 09:03:55,Kemas M. Junaidi,4.14.0,5,Sangat membantu
2025-11-11 09:02:35,Agung Gunawan,4.14.0,5,"saya sudah daftar untuk kontrol ke RS waled cirebon, awal daftar dapat antrian no 10,lahhh pas d cek lgi -H jadi antrian no 11. janggal banget ,sepertinya ada oknum. 👏🏻"
2025-11-11 09:00:35,Musya Musys,4.14.0,5,pelayanan mudah
2025-11-11 08:44:37,Inas Yumna,4.14.0,1,"tolong lebih diperhatikan lgi mekanisme nya, bkin lebih ramah untuk lansia dan org awam teknologi"
2025-11-11 08:43:17,Asep Burhanudin,4.14.0,1,suruh kunjungan buka jkn awal awal biasa lancar cuma sering log out gak jadi masalah eh sekarang malah mau login lagi gak bisa klik masuk udah coba pake lupa password tetep untuk klik masuk nya gak bisa di klik terus gimana ini solusi nya mau berobat aja nyusahin
2025-11-11 08:42:31,###Ruslan 2020,4.14.0,5,mantap
2025-11-11 08:22:06,Darlian Fahlevi,4.14.0,1,"gak bs masuk, Captcha nya muter2"
2025-11-11 08:02:51,rince rince,4.14.0,1,"Error parah ni aplikasi, sudah masukan nik & password sudah benar. tetap tidak bisa masuk.. parah benar."
2025-11-11 07:48:34,Dinda Kurniawati,4.14.0,5,apl gajelas
2025-11-11 07:47:53,mass genk,4.14.0,3,"aplikasinya sangat berat. sinyal harus kuat🙉🙉 padahal buka tiktok kecepatan 2mb , waktu buka jkn gk begerak blass🤭🤭🤭"
2025-11-11 07:44:02,Ela Kusniawati,4.14.0,5,alhdulillah semua baik
2025-11-11 07:35:36,Mikayla Azzahra,4.14.0,2,"kenapa punya saya susah masuk padahal sudah daftar pasword sama nik juga sma tp bilang nya belum terdaftar terus, trus masuk ke lupa kata sandi minta verifikasi kode malah GK di kirim² kode nya"
2025-11-11 07:15:24,Restiliani,,1,"aplikasi setres mau masuk aplikasi gagal login terus padahal nik sudah benar , bikin susah masyarakat bukan malah membantu kalo kaya gini"
2025-11-11 06:53:23,Pengguna Google,,1,Privasi nya Busuk banget nih Aplikasi 😭
2025-11-11 06:50:19,muh Yusron choieul,4.14.0,1,Karna lupa sandi mau menggunakan fitur lupa sandi tapi pengiriman kode OTP tidak kunjung muncul
2025-11-11 06:48:49,Yusuf Raywhitr,4.14.0,1,"menu lupa password nya muter terus bolak balik ke halaman awal, apa kalo lupa password harus bikin akun baru ya min ??"
2025-11-11 06:03:15,Siti Maulida,4.14.0,4,sangat membantu
2025-11-11 05:39:50,leli dwi septiani,4.14.0,4,aplikasi mudah di gunakan
2025-11-11 05:26:34,Muh Halim,4.14.0,1,"aplikasi jelek, sudah 2 hari verifikasi waja gagal terus, tolong yg punya aplikakasi perbaiki"
2025-11-11 05:12:50,siti maesaroh,4.14.0,5,good job
2025-11-11 04:56:12,SATRIA 17,4.14.0,3,"Knp sya gk bsa log in, jls² sya sdh trdaftar."
2025-11-11 04:54:53,Cahya Firmansyah,4.14.0,1,Permasalahan Terkait Pengambilan Antrian yang Selalu dipersulit
2025-11-11 04:51:30,Supriadi Rani,,5,sangat penting buat berobat
2025-11-11 04:28:02,Rudi iskandar Bahsin,4.14.0,5,mantap
2025-11-11 04:27:21,Eka Septa Aditya,4.14.0,5,good
2025-11-11 03:49:02,Yuni Astuti,,5,sangat sangat membantu
2025-11-11 01:20:46,R.Kemal Maulana,4.14.0,5,Alhamdulillah semoga diberikan kesehatan selalu.
2025-11-11 01:09:21,Yar Kon,4.14.0,5,gampang mudah
2025-11-11 00:49:45,Salahudin Pulpiz,4.14.0,1,aktifasi sulit untuk pensiunan
2025-11-11 00:27:59,Budi Prastya,4.14.0,5,baik
2025-11-11 00:16:44,Gomos Tolor,4.14.0,1,"kek bujang klen buat kutengok aplikasi ini orang mau verivikasi wajah pun selalu klen bilang kurang pencahayaan padahal dah di tempat terang nya awak masih aja klen bilang kurang terang dan satu lagi kubilang Ama klen, klen perbaikilah aplikasi ini biar enak orang makeknya jangan malah di persulit kek awak barusan"
2025-11-10 23:44:13,Azka Fatih,4.14.0,3,Jkn kenapa sih? susah banget mau daftan online! mau cepat malah gak berguna. jujur kecewa sih!
2025-11-10 23:17:11,Asep Ali,4.14.0,5,membantu
2025-11-10 23:15:44,dedy jenggot,4.14.0,5,ok
2025-11-10 23:07:16,Silvi Andriani,,5,"bagus , sangat membantu, trimakasih 🙏🏻🙏🏻🙏🏻"
2025-11-10 22:41:11,Rina Ariani,4.14.0,3,"knp mobile jkn saya tidak bisa dibuka dan di minta memdaftar ulang,,tp setiap memasukkan kembali nomer hp selalu di bilang tidak sesuai... maaf,ini sangat merugikan krn saya ingin daftar online utk berobat"
2025-11-10 22:30:30,Ari Wibowo,4.14.0,4,Ok aja
2025-11-10 21:36:29,Elyta Berel,,1,susah masuk coba di perbaiki sdh sekian byk org.. lupa password malah email gk terdaftar pakai nomor HP tetap aja gk jelas.. bsk pasien mau kontrol JKN GK BISA' sdh umur 88thn periksa jantung lagi masa nunggu aplikasi y bisa..
2025-11-10 21:12:46,bef trias,4.14.0,5,terbantu untuk mengubah faskes dengan mudah..terimakasih
2025-11-10 21:11:21,GUDANG ROSOK,,1,"saya di diaknosa jantung, tp penebusan obat tidak komplit, udah 10 hari pihak apotik RS ngudi waluyo Wlingi tidak menghbngi saya tntang pmberitahuan obat datang, saya harus beli sendiri obat tersbt shrga 55rb untk 10 kapsulnya/ 1 emplek, sehari 2x minum. yg seperti ini apakah mmbntu kesembhan. ini dari pihak apotik RS yg bermasalah atau pihak BPJS nya"
2025-11-10 21:02:30,Relawan Untukbangsa,,5,like
2025-11-10 21:00:30,Muhammad Isa Asshofari,4.14.0,5,"sangat memuaskan,dan sangat mudah di aplikasikan"
2025-11-10 20:58:26,Tegi Adiwiguna,4.14.0,5,mantap
2025-11-10 20:51:51,E. Ardianza,,1,masuk akun JKN lebih susah dari pada masuk akun bank
2025-11-10 20:49:46,Wahyu Kurniawan,4.14.0,5,bagus
2025-11-10 20:45:30,wahyu amir m,4.14.0,1,"mau verifikasi susah, katanya no henfon gk terdaftar, klo gk terdaftar gk bisa masuk lah harus nya, ini udh masuk tapi tetep gk bisa, aneh!!!!!!"
2025-11-10 20:38:22,Juli Ana,4.14.0,5,sangat memudahkan
2025-11-10 20:36:06,Kombol X,4.13.1,5,mantap
2025-11-10 20:23:59,Galih Prasetyo,4.13.1,5,aplikasi mudah digunakan..sangat membantu
2025-11-10 20:23:36,Kinoy Kawahara,4.14.0,5,sangat membantu
2025-11-10 20:18:52,Rizka Riana,,1,"ribet banget, ga Efisien banget wkwkwkkw najis"
2025-11-10 20:16:52,Masa Depan,4.14.0,5,Sangat Terbantu.
2025-11-10 20:12:21,Ilma Mursida,4.14.0,5,mntep
2025-11-10 19:43:15,Chelsea Bintang,4.14.0,5,sangat membantu sekali..
2025-11-10 19:31:44,Afi Afiyah,4.14.0,5,"sangat bermanfaat, dan berguna"
2025-11-10 19:11:59,Mohammad Arief,,5,ok
2025-11-10 19:10:51,Ahmad Shota,,1,"lag,ngeframe, pengiriman kode otp yang lama padahal sudah 4G Lo masa ngga masuk kode nya,tolong server nya gimana ini,Kapan 5G nya kita"
2025-11-10 19:09:59,cep hengki,,5,semoga lebih baik lgi
2025-11-10 19:05:39,Fitri Ningsih,,4,"akhir"" ini jkn sering trobel kenapa ya 😭"
2025-11-10 19:00:22,Rubiati Ningsih,4.14.0,1,"mau login ulng lemot banget gak tau kenapa , trs udh masukin sandi sana nik nya malah gk masuk2 tolong ini gmn ya?"
2025-11-10 18:49:36,Hendra Taufik,4.14.0,5,"sangat bermanfaat, bisa rubah kepesertaan pakek aplikasi"
2025-11-10 18:46:07,lebah madu,4.14.0,1,"Hapus aja nih Aplikasi . Sebelum update Bisa Login Setelah Update Malah gk bisa login padahal Isi NIK , sandi Sdh benar"
2025-11-10 18:43:51,Arga Setiyawan,4.14.0,5,👍
2025-11-10 18:42:44,Mimih Juan,4.14.0,5,ok sangat mempermudah
2025-11-10 18:41:20,Muhamad Mansur,4.14.0,5,aplikasinya sangat membantu terimakasih
2025-11-10 18:35:07,Syamsuryana Syam,4.14.0,5,bagus
2025-11-10 18:32:44,U Dee Batam,,5,pada dasarnya aplikasi sudah lumayan bagus meskipun kadang jg ada bug nya tingkatkan terus ya
2025-11-10 18:25:25,Prasetyo Amsal,4.14.0,5,mudah digunakan
2025-11-10 18:09:42,Suryana,,3,daftar peserta baru pencarian no kk tidak bisa di klik
2025-11-10 17:56:14,Suyono Kromo Sukidi,4.14.0,1,"Aplikasi yang mempersulit, mau daftar untuk periksa wajib punya aplikasi. Katanya 1 akun bisa ditambahkan peserta lain, tapi pas dicoba tambahkan gak bisa-bisa. Bukannya mempermudah malah mempersulit"
2025-11-10 17:53:57,Dimas Gumelar,4.14.0,5,mantap
2025-11-10 17:44:21,Muhammad Andi,4.14.0,1,"gak tau yg bermasalah apa soal nya mau membatalkan antrian tidak bisa dan mau ganti hari lain juga masih gak bisa. sdh saya coba 5x untuk membatalkan antrian tetep gak bisa. gimana coba mau periksa, dokter nya libur sedangkan di aplikasi gak bisa di batalkan dan sdh terlanjur ambil antrian di aplikasi? gimana mau cepet pelayanannya kalau aplikasi nya bermasalah. y mau gak mau y saya pakai punya ayah saya buat ambil antrian buat periksa ke dokter."
2025-11-10 17:42:12,Teguh Widodo,,1,"mau login ga bisa,pkai lupa sandi buat verevikasi tapi ga pernah kekirim"
2025-11-10 17:40:51,adi sandra,4.14.0,5,sangat membantu
2025-11-10 17:26:53,Siti Sarah,4.14.0,5,Alhamdulillah sangat membantu
2025-11-10 17:02:49,Anshorus Sunnah,4.14.0,5,sangat memudahkan urusan pengobatan di faskes maupun RS rujukan
2025-11-10 16:52:41,Kowisaputra Kowi,,5,ok
2025-11-10 16:51:32,Ahmad Nurkholis,4.14.0,5,bagus
2025-11-10 16:44:25,Andi Safaat,,3,"kenapa sekarang setiap habis update harus login lagi,sulit buat saya yg sering lupa password.."
2025-11-10 16:36:48,silent boys,4.14.0,5,ok
2025-11-10 16:36:35,Tuti Keke22,,3,"sering logout, giliran login susah bgt"
2025-11-10 16:30:29,Hasyaqeela Zasri,,5,cepat Responnya
2025-11-10 16:28:26,Wardi gito,4.13.1,5,mudah digunakan
2025-11-10 16:25:26,Yon Maycan,4.14.0,5,bagus..
2025-11-10 16:19:58,SUSANN N,,1,"Di persulit banget, sya lupa sandi masukin nomor telepon otp nya ga muncul²"
2025-11-10 16:10:42,Nazwa Arifin,4.14.0,5,mudah diakses
2025-11-10 16:10:28,aditya syachrezzy,4.14.0,5,aplikasi mudah digunakan
2025-11-10 16:01:09,Charles Henukh,4.12.0,4,bagus
2025-11-10 15:53:03,Jandan Jamaludin (Zand),4.14.0,3,"saya lupa password, dapetin nomer OTPnya susah sekali ya...tolong d bantu, terimakasih"
2025-11-10 15:50:11,Eko Nur Setiyanto,4.14.0,5,semoga bisa membantu dan tidak rumit di akses
2025-11-10 15:45:37,Aleandy Inggo,4.14.0,2,mengapa sulit untuk mendapatkan kode otpnya karna lupa kata sandi
2025-11-10 15:44:08,muhammad yusran,4.14.0,3,Entah kenapa aplikasinya sering log out dengan sendirinya. Sangat disayangkan. Tolong diperbaiki lagi.
2025-11-10 15:10:28,Yopi LZ,4.14.0,5,sekarang sudah bisa dipake dan stabil
2025-11-10 15:04:21,Tuti Oktavia,,5,alhamdulillah selama saya menggunakan aplikasi ini mudah 🙏
2025-11-10 14:55:30,Saepudin,4.14.0,5,sangat membantu
2025-11-10 14:54:24,imam fazar anime channel,4.14.0,5,sangat membantu
2025-11-10 14:52:38,Yeni Yulyani,4.14.0,1,apa ini aplikasi setelah log out gak bisa login akun nya lagi alasannya password salah mohon aplikasi ini di perbaiki
2025-11-10 14:50:50,Arie,,2,loading mulu ini gimana ..? pake data pake wifi sama aja padahal jaringan bagus lho... ingin rasanya berkata kasar.. tolong dong perbaiki apk nya
2025-11-10 14:46:35,lucky tampubig,4.14.0,1,kenapa dibikin ribet ?????
2025-11-10 14:43:20,Lia,4.14.0,5,mantap
2025-11-10 14:39:42,Seno Ari,,5,mantap
2025-11-10 14:32:22,Hafidz Musa,4.14.0,5,lebih mempermudah
2025-11-10 14:16:39,Akhmad Awaludin,,5,keren mudah
2025-11-10 14:07:41,Muhammad Rizal,4.14.0,5,mantap pelayanan yang sangat baik dan cepat..
2025-11-10 14:04:03,ulfiana fitriah,4.14.0,1,"susah bgt buat login semuanya udah betul di pencet nya susah, malah suruh nunggu 180detik terus"
2025-11-10 13:42:08,Rahmat Kartolo,4.14.0,5,sangat membantu masyarakat
2025-11-10 13:41:47,Qadri Qadri,,5,"bagus, sangat membantu"
2025-11-10 13:27:41,Djap,4.14.0,1,mau login captcha nya loading doang. kalau blm siap pake aplikasi dan gk di maintenance jgn disuru apa2 lewat aplikasi mobile jkn
2025-11-10 13:25:06,Rudi Hartono,4.14.0,5,Good
2025-11-10 13:18:13,Kholil,4.13.1,1,aplikasi error captcha nggak muncul muter2 mulu.. lagian kenapa harus pake captcha segala bikin ribet aja. cukup pake username sama password aja buat login
2025-11-10 13:10:03,Muhamad Roffi,4.14.0,1,kenapa wajib auto debit ketika mau login ke aplikasi ?!!!
2025-11-10 13:08:46,Ibu Sukaesih,4.14.0,5,good
2025-11-10 13:04:48,Heri Sunjaya,4.14.0,5,ok
2025-11-10 12:46:14,Jasmine Azzura,,5,sangat bagus
2025-11-10 12:23:21,Dodi Nugraha,4.14.0,5,ok
2025-11-10 12:15:20,Nurul Istiqomah,4.14.0,2,ini kenapa lama bgt ya untuk daftar/log in saja? tolong dibenahi padahal buka apk lain aman aja tidak ada masalah signal
2025-11-10 12:12:57,alimuddin abdullah,4.14.0,5,mantap
2025-11-10 12:12:00,Bang Roni,4.14.0,5,oke mudah
2025-11-10 12:11:29,Budipaymen,,1,"Karya Menghabiskan banyak anggaran tapi jelek.. Login susah, Bank saja tdk sesulit apk ini utk login.."
2025-11-10 12:01:35,Taslim Wahyudi,4.4.0,5,sangat baik
2025-11-10 11:56:46,Erick Wahyu,,5,belum coba sih mudahan Bagus
2025-11-10 11:52:12,Tohiro Hiro,4.14.0,5,ok mantap
2025-11-10 11:49:58,Pohon Ajaib,4.14.0,1,"Logout sendiri, masuk pass malah salah, nyoba verifikasi lewat email tak terdaftar, ujung2nya harus isi pulsa buat verif pass ulang. Gitu aja trus..."
2025-11-10 11:45:36,Nurdin Nudin,4.14.0,5,sangat membantu
2025-11-10 11:45:17,Dhedy Rivaldo,4.14.0,1,"tolong d perbaiki HBS d update,malah makin lemot ,tombol masuk ga mau di klik , sandi yg biasa masuk malah tidak bisa jga"
2025-11-10 11:44:55,Muhammad Abu,4.14.0,5,membantu sekali sehat kuat indonesiaku
2025-11-10 11:41:36,Fatkhu Subhi,4.14.0,5,mudah dan simpel daftar di mobil JKN.
2025-11-10 11:39:53,Dessy Dessy,4.13.1,5,"sangat puas cepat responnya , makasih ya"
2025-11-10 11:38:28,ciklat Latin,4.7.0,1,hik hik hik sedih banget karn hp saya samsung jadul...appx minta update...tapi updatex tidak compatibel ama hpx...terus bagaimna saya buka jkn...
2025-11-10 11:33:06,Nasirah Yunus,4.14.0,4,susah mendaftar online d jkn
2025-11-10 11:24:56,Tempeerr jetis,4.14.0,5,sangat bermanfaat
2025-11-10 11:23:18,Mukhsin Saputra,4.14.0,1,ambil antrean gak guna tetap aja yang mendaftar ditempat yang di dahulukan
2025-11-10 11:06:00,Ahmad Yayan,4.14.0,1,"sangat buruk pelayanan ini , mau login pasword sudah sesuai tetep tidak bisa . mau ganti password juga nggak bisa , ini gimana coba seharusnya dipermudah jangan dipersulit kayak gini. sangat-sangat buruk sekali."
2025-11-10 10:52:31,Lala a,,5,baik
2025-11-10 10:52:15,Dwi Sunanto,,5,bagus aplikasinya mudah dimengerti
2025-11-10 10:41:31,Aris Zalius,4.14.0,5,proses jadi lebih mudah
2025-11-10 10:39:37,Alfatih,4.14.0,5,cepat respon
2025-11-10 10:38:00,Robby Rocksick,,5,good
2025-11-10 10:32:12,Aan,4.14.0,5,terimakasih atas bantuan nya
2025-11-10 10:26:00,Weni Mukti Harini,4.14.0,2,login NIK pass udh bener malah gagal 3x tuh gmn coba. ganti pass bisa ganti dengan NIK yg sama giliran login gbsa jugaaa.. ampuun aplikasi pemerintah tuh bener2
2025-11-10 10:19:37,Fitrah 23,,2,"aplikasi bisa tekeluar sendiri,mana rame pas di rumah sakit,pas mau di gunain malah tekeluar sendiri,pas mau masuk gabisa pula dipencet masuk"
2025-11-10 10:16:26,Syamsir Rachman,4.14.0,5,bagus
2025-11-10 10:08:44,Muhammad Nurdin,4.14.0,5,mantap
2025-11-10 09:55:07,Aleh Sobandi,,5,jadi lebih mudah untuk akses pendaftaran dan lain lain nya juga mudah
2025-11-10 09:42:41,zulfaazzahra 08,4.13.1,5,mantap satset
2025-11-10 09:39:16,zulaeha dali,4.14.0,5,sangat baik
2025-11-10 09:30:44,Syifa Septiani,,5,lebih mudag
2025-11-10 09:24:32,YASRIL HAPISON BIMANTORO,4.14.0,1,"aplikasi ny gimana sihh woii mau login salah nik atau pun terus alasannya, mau d ganti gk bisa mesti login dulu biar bisa ganti pun, pilih yg lupa password sama aja pin ny gk bisa d ganti jg aduhh"
2025-11-10 09:20:29,Endang Machpudin,4.14.0,1,tolol gua lagi mao berobat sgala gangguan
2025-11-10 09:19:31,mohammad masykur,4.14.0,1,terulang lagi sistem down 😡😡
2025-11-10 09:16:51,TAMBANG 2 “PASEMA” SE JATIM,,1,"SANGAT JELEK SEKALI, SELALU ERROR..DAN SELALU KELUAR DARI ACOUNT"
2025-11-10 09:16:36,Jala Ludin,,1,Aplikasi dari pemerintah kok gini.. sering logout..
2025-11-10 09:16:05,Achmad Faja'a,4.14.0,1,coba dibenerin kalo ada perubahan untuk nomor antrean dikasih notifikasi! saya daftar awal sudah dapat antrean 1 waktu mau periksa malah antrean dibatalkan akhirnya saya daftar lagi dan dapat antrean 28. kocak banget mau periksa aja susahnya minta ampun
2025-11-10 09:15:03,Syamsul arhil,,1,"klo mau masuk aplikasinya selalu salah padahal smua sdh benar ketikannya nik,pasword,cacha tetap aja salah"
2025-11-10 09:14:38,Rifaldi Widiyanto,,1,"saya gak bisa login padahal sudah punya akun,sudah di lupa sandi tapi tetep gak bisa nomer sudah benar,sudah terdaftar tidak bisa masuk"
2025-11-10 09:13:30,oon (Ceuceu Nuroniah),4.14.0,5,keren 👍
2025-11-10 09:09:05,Ade Wahyudin,4.9.0,5,"copot pasang copot pasang setiap mau pake aplikasi,,mau mudah malah bikin ribet"
2025-11-10 09:00:54,Teguh Nurliandri,4.14.0,5,mantap membantu
2025-11-10 08:51:44,via aja pekanbaru,,3,kenapa tidak bisa log in akun sya? sudah nunggu lama tapi capcha nya GK muncul putar2 terus
2025-11-10 08:46:51,Ahmad ehsanov,,1,"aplikasi tolol, dari tadi verivikasi muka gabisa bisa , ngulang' terus"
2025-11-10 08:40:32,abdul mujib,4.14.0,1,gimana ini lupa pass word giliran vreif gk bisa kacau aplikasinya
2025-11-10 08:39:08,Bahring Bahring,4.14.0,2,susah pengambilan wajah sangat² buruk
2025-11-10 08:38:16,Arif Seta,4.14.0,1,"haduh aplikasi buatan indonesia lemot bet, kata sandi selalu dirubah sendiri, giliran lupa kata sandi, lewat otp sms tidak ada otp sama sekali"
2025-11-10 08:28:00,Feno Ichal,4.14.0,5,"sangat membantu, jauh lebih mudah mengakses pelayanan kesehatan"
2025-11-10 08:24:26,Mahesa gusti P,,5,layanan yang baik
2025-11-10 08:20:26,burhan steel,4.14.0,5,ditingkatkan lagi systemnya
2025-11-10 08:12:41,Rifaldi Ahmad,4.14.0,5,Aplikasi Terbaik
2025-11-10 08:09:35,zaky aba,4.14.0,5,sangat membantu
2025-11-10 08:08:58,Crist De,4.14.0,2,"nunggu SMS pin aja lama bgt, harus jam kerja apa gimana ini app. punya masalah hidup apa si ini aplikasi 🤦‍♀️"
2025-11-10 08:05:32,Ghina Nailufar,4.13.1,5,great!
2025-11-10 07:54:16,Danang Arianto,4.14.0,5,Aplikasi JKN ini sangat membantu tanpa pergi ke kantor BPJS untuk perubahan data
2025-11-10 07:50:59,Reza Saputra,4.14.0,5,ok
2025-11-10 07:50:13,gaby bot gameing,4.14.0,5,ok
2025-11-10 07:32:26,Nesa Febriyanti,4.14.0,1,"burik, selalu tak bisa login. trus setiap masuk eror setiap mau daftar baru eror harus nunggu 3 menit, tapi meskipun sudah menunggu tetap saja eror. meskipun sudah memasukkan kata sandi, nama, nik, captcha tetap saja salah, padahal sudah benar!"
2025-11-10 07:23:21,Rendra Dayax,4.14.0,5,good
2025-11-10 07:20:35,Tyas Rahayu,4.14.0,2,"udh pernah daftar udah pernah dipakai tp kok tau2 login ulang trus , udh minta krim kode verifikasi ulang juga tidak muncul2 pdhl nomornya aktif...."
2025-11-10 07:16:27,Desvia Sa'diah,,2,"ko bisa akun kita daftar pake nomer yg apa, email yg apa. tapi waktu login trnyata nyangkutnya nomor orang lain, email orang lain. Saya jdi gabisa login² 🥲🙏🏻"
2025-11-10 07:10:14,Ans Xuzuma,4.14.0,2,"lemot banget, perasaan kemarin ga harus autodebet, mana delay lelet banget apk nya."
2025-11-10 07:04:14,Asri Yanti,,2,kenapa yah yang saya tiap mau ambil antrian suka error get data nomor kartu BPJS f-1 terus 😭.
2025-11-10 07:03:01,Joni Purnomo,,1,ini apk kok susah masuknya
2025-11-10 07:02:55,Ridwan Kusen,4.14.0,3,ga jelas
2025-11-10 06:37:39,Bagus Hermanto,,2,"diperbaharui malah suruh login lagiiiiiiii, mana susah enggak bisa-bisa, dibilang no induknya salah, gimana si ini, tolong dong di permudah pengguna nya...... tau gitumah enggak di perbaharuiiiiiiiijj"
